,sentence_group_id,author,text
5892,id08868,EAP,The origin of this hubbub soon became sufficiently evident .
5893,id19465,EAP,V. Yes no I would rather sleep more soundly .
5894,id04911,MWS,I was alone ; none were near me to dissipate the gloom and relieve me from the sickening oppression of the most terrible reveries .
5895,id24887,HPL,My parents I never knew .
5896,id03795,MWS,"O quickly bind up the wounds of the fallen let not one die ; let not one more soul escape through your merciless gashes , to relate before the throne of God the tale of fratricide ; bind up their wounds restore them to their friends ."
5897,id11972,EAP,Pompey held it up out of the dirt with both hands .
5898,id10150,MWS,"In the same spirit of exaggeration she had , on the event of her separation from Raymond , caused it to be entirely neglected ."
5899,id27139,MWS,A shriek burst from the lips of the poor wretch ; and then sudden motionlessness came over him ; it was manifest to all that he was dead .
5900,id08082,EAP,For some moments all were paralyzed with awe but the urgency of the case soon restored them their presence of mind .
5901,id24477,EAP,"Those who would hesitate at such a wager , have either never been boys themselves , or have forgotten the boyish nature ."
5902,id11421,EAP,"Both doors leading from the rooms into the passage were securely locked , with the keys inside ."
5903,id27015,EAP,"The phrenological combativeness has for its essence , the necessity of self defence ."
5904,id13089,EAP,We were all lions and recherchés .
5905,id00031,HPL,It must not be fancied that Inspector Legrasse had the least interest in archaeology .
5906,id09507,EAP,"You must forget too , my earthly name , and speak to me as Charmion ."
5907,id03099,EAP,"The manner in which Wyatt received this harmless pleasantry convinced me , at once , that he was mad ."
5908,id02182,MWS,"She felt , that , once awakened , Raymond would never return unrepining to Windsor ."
5909,id10091,HPL,During the interval that Tillinghast was silent I fancied myself in some vast and incredible temple of long dead gods ; some vague edifice of innumerable black stone columns reaching up from a floor of damp slabs to a cloudy height beyond the range of my vision .
5910,id16844,MWS,"For a time , I thought that , by watching a complying moment , fostering the still warm ashes , I might relume in her the flame of love ."
5911,id07262,HPL,"The darkness always teemed with unexplained sound and yet he sometimes shook with fear lest the noises he heard should subside and allow him to hear certain other , fainter , noises which he suspected were lurking behind them ."
5912,id07213,HPL,"She and her brother were not so much interested in the house as was Archer 's son Carrington , the present owner , with whom I talked after my experience ."
5913,id11301,HPL,"And the gates of Sarnath were as many as the landward ends of the streets , each of bronze , and flanked by the figures of lions and elephants carven from some stone no longer known among men ."
5914,id02044,MWS,"I did not dare return to the apartment which I inhabited , but felt impelled to hurry on , although drenched by the rain which poured from a black and comfortless sky ."
5915,id16722,EAP,"Besides , the monarch is of gigantic stature , and the dress is therefore neither unbecoming nor over large ."
5916,id01829,MWS,"Never was she so enchanting as at this time , when she recalled the sunshine of her smiles and spent them upon us ."
5917,id02598,MWS,He entered while we were speaking .
5918,id03984,MWS,"His appearance re animated our friend ; and , when he came to speak and act , his hesitation vanished , and he shone out supreme in majesty and victory ."
5919,id21677,EAP,"With my head I imagined , at one time , that I , the head , was the real Signora Psyche Zenobia at another I felt convinced that myself , the body , was the proper identity ."
5920,id14499,MWS,It was curious to trace in this miniature model the very traits of its father .
5921,id20636,EAP,Was one of the party who entered the house .
5922,id25137,EAP,There appeared to be no furniture in any part of the building except in the fourth story .
5923,id11304,HPL,As we clanked over the bridge I looked out on both sides and observed some factory buildings on the edge of the grassy bluff or part way down .
5924,id00466,EAP,Thus it happened that he became neither musician nor poet ; if we use this latter term in its every day acceptation .
5925,id14041,MWS,"Oh my pen haste thou to write what was , before the thought of what is , arrests the hand that guides thee ."
5926,id26215,HPL,"It was very dark , for although the sky was clear the moon was now well in the wane , and would not rise till the small hours ."
5927,id27064,EAP,"I am aware that some grinders have actually afforded to `` go on '' for this sum ; but for my part , I found the necessary outlay of capital too great to permit of my `` going on '' under a shilling ."
5928,id02502,EAP,"For many months he had been laboring under confirmed phthisis , the more distressing effects of which had been relieved by my manipulations ; and on the night of Wednesday , the fifteenth instant , I was summoned to his bedside ."
5929,id17762,HPL,"Elwood wrote his part of the colloquy on paper , so that a fairly easy communication was maintained ."
5930,id26549,MWS,"Notwithstanding the melancholy object of my journey , my spirits were exhilarated by reviving hope , by the swift motion of the airy pinnace , and the balmy visitation of the sunny air ."
5931,id20656,EAP,"He grins when his daily work is done when his allotted labors are accomplished at night in his own closet , and altogether for his own private entertainment ."
5932,id08499,EAP,"Leaving open the main compartment , the drawer , and the front door of cupboard ."
5933,id08499,EAP,"No . I , he now goes to the rear again , and throws open the back door of the main compartment ."
5934,id20269,EAP,"There seems to me an insurmountable objection to the idea of absolute coalescence ; and that is the very slight resistance experienced by the heavenly bodies in their revolutions through space a resistance now ascertained , it is true , to exist in some degree , but which is , nevertheless , so slight as to have been quite overlooked by the sagacity even of Newton ."
5935,id19138,MWS,"But , by the God that made me , hell is not more false than the word you have spoken '' Perdita was struck by the impassioned seriousness of his asseverations ."
5936,id17326,HPL,"The bus had come to a sort of open concourse or radial point with churches on two sides and the bedraggled remains of a circular green in the centre , and I was looking at a large pillared hall on the right hand junction ahead ."
5937,id12324,EAP,"I did not remain very long on the brow of the hill , although long enough to make a thorough survey of the scene at my feet ."
5938,id18770,HPL,"Gilman was half involuntarily moving about in the twilight abysses with the bubble mass and the small polyhedron floating ahead , when he noticed the peculiarly regular angles formed by the edges of some gigantic neighbouring prism clusters ."
5939,id22232,EAP,`` .
5940,id22232,EAP,"In your detail of the vision which presented itself to you amid the hills , you have described , with the minutest accuracy , the Indian city of Benares , upon the Holy River ."
5941,id12082,EAP,Here the case was very different ; as might have been expected from the duke 's love of the bizarre .
5942,id20890,MWS,"Interpret my words with candour and answer me , I conjure you , with confidence and sincerity . ."
5943,id06568,EAP,`` .
5944,id06568,EAP,Is it quite original ? '' he inquired ; touching it with reverence .
5945,id21082,EAP,"What to make of all this , of course I knew not ."
5946,id04464,EAP,"He has merely repeated the individual items of the already published opinion ; collecting them , with a laudable industry , from this paper and from that ."
5947,id20703,EAP,"Over against her , and upon the left of the dropsical lady , was seated a little puffy , wheezing , and gouty old man , whose cheeks reposed upon the shoulders of their owner , like two huge bladders of Oporto wine ."
5948,id13386,EAP,`` .
5949,id13386,EAP,"So it is sometimes termed , '' said he . `` ."
5950,id13386,EAP,"We Norwegians call it the Moskoe ström , from the island of Moskoe in the midway . ."
5951,id18304,EAP,"Having finished reading , he begged me , with the blandest of all possible smiles , to be seated , while he made reference to the treatise in question ."
5952,id23203,HPL,It seemed to me that there were limitless swarms of them and certainly my momentary glimpse could have shewn only the least fraction .
5953,id11836,MWS,Love is a delicate sprite and easily hurt by rough jealousy .
5954,id01244,EAP,It is our safeguard against injury .
5955,id26004,MWS,"Resolved to pursue no inglorious career , he turned his eyes toward the East , as affording scope for his spirit of enterprise ."
5956,id18876,MWS,Raymond recognized her ; and his manner changed from polite beneficence to the warmest protestations of kindness and sympathy .
5957,id02008,HPL,Who can be sure of reality after hearing things like the tale of old Zadok Allen .
5958,id13478,MWS,"The high born ladies of the country would have deemed themselves disgraced if they had now enjoyed , what they before called a necessary , the ease of a carriage ."
5959,id21141,MWS,It was curious that even little Clara observed this law towards her mother .
5960,id19788,MWS,"Thus in her twenty ninth year she died ; having enjoyed some few years of the happiness of paradise , and sustaining a reverse to which her impatient spirit and affectionate disposition were unable to submit ."
5961,id21582,EAP,AFTER .
5962,id21582,EAP,"THE very minute and elaborate paper by Arago , to say nothing of the summary in 'Silliman 's Journal , ' with the detailed statement just published by Lieutenant Maury , it will not be supposed , of course , that in offering a few hurried remarks in reference to Von Kempelen 's discovery , I have any design to look at the subject in a scientific point of view ."
5963,id09752,EAP,"There were sharp pains , and sudden dizziness , and then profuse bleeding at the pores , with dissolution ."
5964,id21248,HPL,"There were , it is true , exceptions ; indeed , the horror which had caught the world 's ear had happened in a treeless space remote alike from the mansion and from any connecting woods ."
5965,id21137,EAP,"Jupiter and myself are going upon an expedition into the hills , upon the main land , and , in this expedition we shall need the aid of some person in whom we can confide ."
5966,id04613,MWS,"Remember , thou hast made me more powerful than thyself ; my height is superior to thine , my joints more supple ."
5967,id00867,EAP,"A letter may be compressed into a thin spiral roll , not differing much in shape or bulk from a large knitting needle , and in this form it might be inserted into the rung of a chair , for example ."
5968,id15551,HPL,"He was in the changeless , legend haunted city of Arkham , with its clustering gambrel roofs that sway and sag over attics where witches hid from the King 's men in the dark , olden days of the Province ."
5969,id19150,HPL,Nor do I doubt his word .
5970,id09279,MWS,"I did not participate in these feelings , for to me the walls of a dungeon or a palace were alike hateful ."
5971,id11875,HPL,"But foremost among the weird fancies , and alone in its absolute unanimity , was that of the curse awaiting him who should dare to touch or drain the vast reddish morass ."
5972,id21229,MWS,"Sometimes , seized with sudden agony , he could not continue his tale ; at others , his voice broken , yet piercing , uttered with difficulty the words so replete with anguish ."
5973,id17781,EAP,"In fact , I was just in that condition of mind which prepares a young and susceptible man for any act of extravagance ."
5974,id11195,EAP,"Having threaded the mazes of this channel for some hours , the gloom deepening every moment , a sharp and unexpected turn of the vessel brought it suddenly , as if dropped from heaven , into a circular basin of very considerable extent when compared with the width of the gorge ."
5975,id08419,MWS,"Enjoyment plays the cook to their homely fare , and mingles intoxication with their simple drink ."
5976,id04787,MWS,"Clara was dear to her , to all ."
5977,id00281,HPL,Death was indeed there .
5978,id25400,EAP,I thought the staircase would never have an end .
5979,id18947,EAP,"I had heard , at Paris , that the institution of Monsieur Maillard was managed upon what is vulgarly termed the `` system of soothing '' that all punishments were avoided that even confinement was seldom resorted to that the patients , while secretly watched , were left much apparent liberty , and that most of them were permitted to roam about the house and grounds in the ordinary apparel of persons in right mind ."
5980,id23579,MWS,The mutual link of our destinies is broken ; we must be divided by seas by land .
5981,id07448,MWS,"Let me try if he will die with me ; and as I fear to die alone , if he will accompany me to cheer me , and thus he can shew himself my friend in the only manner my misery will permit ."
5982,id06821,MWS,"Finding the door open , I entered ."
5983,id07240,EAP,They are they are .
5984,id07240,EAP,"This wild star it is now three centuries since , with clasped hands , and with streaming eyes , at the feet of my beloved I spoke it with a few passionate sentences into birth ."
5985,id01531,HPL,"Simple animals they were , gently descending the evolutionary scale because of their unfortunate ancestry and stultifying isolation ."
5986,id04360,MWS,"Then weeping , she clung to me : `` Take me to him , '' she cried , `` unkind Lionel , why do you keep me here ."
5987,id15080,HPL,"In the waning light of day I alternately rattled the rusty impediments with a view to throwing wide the stone door , and essayed to squeeze my slight form through the space already provided ; but neither plan met with success ."
5988,id10455,EAP,"After a few experiments , they admitted him to be an unusually perfect state of mesmeric trance ."
5989,id11688,MWS,"The arts of life , and the discoveries of science had augmented in a ratio which left all calculation behind ; food sprung up , so to say , spontaneously machines existed to supply with facility every want of the population ."
5990,id11660,EAP,"Finally , throwing off his overcoat , he made one spring for the staircase and disappeared ."
5991,id13559,EAP,Your geniuses are all arrant asses the greater the genius the greater the ass and to this rule there is no exception whatever .
5992,id05145,MWS,Below this picture was a miniature of William ; and my tears flowed when I looked upon it .
5993,id12126,EAP,"In a word , nothing could more seriously disturb me , although I scrupulously concealed such disturbance , than any allusion to a similarity of mind , person , or condition existing between us ."
5994,id12889,EAP,"A settled apathy , a gradual wasting away of the person , and frequent although transient affections of a partially cataleptical character , were the unusual diagnosis ."
5995,id16602,HPL,"He was , however , exceedingly ugly despite his appearance of brilliancy ; there being something almost goatish or animalistic about his thick lips , large pored , yellowish skin , coarse crinkly hair , and oddly elongated ears ."
5996,id15691,MWS,"As I spoke I fixed my eyes upon his countenance , and his exquisite beauty , the heavenly compassion that beamed from his eyes , his gentle yet earnest look of deprecation and wonder even before he spoke wrought a change in my high strained feelings taking from me all the sterness of despair and filling me only with the softest grief ."
5997,id07286,MWS,"Their landing was long unknown , but having now advanced within an hundred miles of London , the country people flying before them arrived in successive troops , each exaggerating the numbers , fury , and cruelty of the assailants ."
5998,id18190,MWS,"In the face of all this we call ourselves lords of the creation , wielders of the elements , masters of life and death , and we allege in excuse of this arrogance , that though the individual is destroyed , man continues for ever ."
5999,id04549,EAP,"My curiosity was greatly excited , for I had hopes of passing on much farther to the north , and might possibly , at some period , find myself placed directly above the Pole itself ."
6000,id19155,HPL,"Still and somnolent did it lie , on a strange plateau in a hollow betwixt strange peaks ."
6001,id03541,EAP,"The reduction of this interval to its smallest possible dimension , becomes thus , at once , an object with the reasoner ."
6002,id11623,EAP,"At length , after making several guesses of this nature , and being deceived in all this fact the fact of my invariable miscalculation set me upon a train of reflection that made my limbs again tremble , and my heart beat heavily once more ."
6003,id21680,HPL,"They were the dissimilar Martense eyes of the old legends , and I knew in one inundating cataclysm of voiceless horror what had become of that vanished family ; the terrible and thunder crazed house of Martense ."
6004,id02125,EAP,"Presently our little boat gave herself a shake , just as a dog does in coming out of the water , and thus rid herself , in some measure , of the seas ."
6005,id03846,EAP,"There was neither too much flesh , nor too little , neither rudeness nor fragility ."
6006,id03882,EAP,"If ever mortal painted an idea , that mortal was Roderick Usher ."
6007,id10642,HPL,"Age has more charity for these incomplete yet high souled characters , whose worst real vice is timidity , and who are ultimately punished by general ridicule for their intellectual sins sins like Ptolemaism , Calvinism , anti Darwinism , anti Nietzscheism , and every sort of Sabbatarianism and sumptuary legislation ."
6008,id18648,HPL,"He nevair go out , only on roof , and my boy Esteban he breeng heem hees food and laundry and mediceens and chemicals ."
6009,id14128,EAP,"There is one dear topic , however , on which my memory fails me not ."
6010,id08438,EAP,"You may take , it for granted , that when manuscript can be read it is never worth reading ."
6011,id17666,HPL,"With his fanciful mind he thought often of the prehistoric civilisation in which the mad explorer had so implicitly believed , and would weave tale after tale about the silent jungle city mentioned in the latter 's wilder notes and paragraphs ."
6012,id25853,MWS,I appeal to moralists and sages .
6013,id08676,MWS,"I perceived , as the shape came nearer sight tremendous and abhorred that it was the wretch whom I had created ."
6014,id17254,MWS,"Such is , to borrow the words of an eloquent and philosophic writer , `` the mode of existence decreed to a permanent body composed of transitory parts ; wherein , by the disposition of a stupendous wisdom , moulding together the great mysterious incorporation of the human race , the whole , at one time , is never old , or middle aged , or young , but , in a condition of unchangeable constancy , moves on through the varied tenour of perpetual decay , fall , renovation , and progression . ."
6015,id07357,HPL,"I had heard of them by vague rumour , and realised that they could not be upon any map of today ; but the fact that they were forgotten only endeared them to me , so that I had sought them with twice my usual eagerness ."
6016,id22570,MWS,"Others will toss these pages lightly over : to you , Woodville , kind , affectionate friend , they will be dear the precious memorials of a heart broken girl who , dying , is still warmed by gratitude towards you : your tears will fall on the words that record my misfortunes ; I know they will and while I have life I thank you for your sympathy ."
6017,id10977,MWS,A mirror betrayed the sign to Idris she started up .
6018,id06764,HPL,That was the end of our voluntary searchings in the caverns of dream .
6019,id24406,MWS,"But the intermediate steps , the climbing the wall , raised up between what was and is , while I still looked back nor saw the concealed desert beyond , is a labour past my strength ."
6020,id11592,EAP,HORROR and fatality have been stalking abroad in all ages .
6021,id21823,EAP,I could scarcely restrain my indignation while I perused the concluding portions of this diatribe .
6022,id26295,HPL,On the morning of the th Gilman awaked into a maelstrom of horror .
6023,id22636,EAP,Our result is founded upon the following observations taken during frequent visits to the exhibition of Maelzel .
6024,id00604,EAP,"How is it possible to extort a meaning from all this jargon about 'devil 's seats , ' 'death 's heads , ' and 'bishop 's hotels ? ' '' `` I confess , '' replied Legrand , `` that the matter still wears a serious aspect , when regarded with a casual glance ."
6025,id13100,EAP,`` .
6026,id13100,EAP,"In the present case indeed in all cases of secret writing the first question regards the language of the cipher ; for the principles of solution , so far , especially , as the more simple ciphers are concerned , depend upon , and are varied by , the genius of the particular idiom ."
6027,id16263,EAP,"Indeed , a strong relish for physical philosophy has , I fear , tinctured my mind with a very common error of this age I mean the habit of referring occurrences , even the least susceptible of such reference , to the principles of that science ."
6028,id13415,HPL,"So only Briden and Johansen reached the boat , and pulled desperately for the Alert as the mountainous monstrosity flopped down the slimy stones and hesitated floundering at the edge of the water ."
6029,id05499,EAP,`` .
6030,id05499,EAP,And the paper on the walls ? '' `` Yes . .
6031,id01092,EAP,"We estimated the entire contents of the chest , that night , at a million and a half of dollars ; and upon the subsequent disposal of the trinkets and jewels a few being retained for our own use , it was found that we had greatly undervalued the treasure ."
6032,id05470,HPL,All was in vain ; the death that had come had left no trace save destruction itself .
6033,id09841,MWS,"`` Come , '' said Adrian , `` I have promised for you , enable me to keep my engagement ."
6034,id08411,HPL,"About six o'clock his sharpened ears caught the whining prayers of Joe Mazurewicz two floors below , and in desperation he seized his hat and walked out into the sunset golden streets , letting the now directly southward pull carry him where it might ."
6035,id21637,EAP,"Pompey , bring me that leg '' ."
6036,id21637,EAP,"Here Pompey handed the bundle , a very capital cork leg , already dressed , which it screwed on in a trice ; and then it stood up before my eyes ."
6037,id08683,EAP,"A third admitted him X entric , but no more ."
6038,id10986,HPL,That Crawford Tillinghast should ever have studied science and philosophy was a mistake .
6039,id16537,HPL,But in a new country you can get used to it .
6040,id21471,MWS,`` I ask but one thing ; I do not fear .
6041,id21471,MWS,"His hell , for I have it here ; I do not desire ."
6042,id21471,MWS,"His heaven , let me but die and be laid beside them ; let me but , when I lie dead , feel my flesh as it moulders , mingle with theirs ."
6043,id17005,MWS,"I stood watching the scene , while Adrian flitted like a shadow in among them , and , by a word and look of sobriety , endeavoured to restore order in the assembly ."
6044,id12047,MWS,"He came , therefore , sometimes to see that I was not neglected , but his visits were short and with long intervals ."
6045,id18729,HPL,"But as Jermyn indulged in these reflections he could not but smile at their futility , a century and a half after the death of both of his strange progenitors ."
6046,id00147,EAP,I felt that I tottered upon the brink I averted my eyes .
6047,id00147,EAP,There was a discordant hum of human voices .
6048,id00147,EAP,There was a loud blast as of many trumpets .
6049,id00147,EAP,There was a harsh grating as of a thousand thunders .
6050,id00147,EAP,The fiery walls rushed back .
6051,id00147,EAP,"An outstretched arm caught my own as I fell , fainting , into the abyss ."
6052,id18134,EAP,"`` Well , then , was it this eye or that through which you dropped the beetle ? ."
6053,id13024,HPL,"Shortly after waking on that morning after the storm , I noticed the unaccountable absence of my Hindoo ring from my finger ."
6054,id18687,HPL,"Dances in the modern cemeteries were freely pictured , and another conception somehow shocked me more than all the rest a scene in an unknown vault , where scores of the beasts crowded about one who held a well known Boston guide book and was evidently reading aloud ."
6055,id08112,EAP,"Down and still down , it came ."
6056,id00170,MWS,Oh .
6057,id00170,MWS,No mortal could support the horror of that countenance .
6058,id00198,HPL,I do not believe I need to wait for the full change as most have waited .
6059,id20520,HPL,"Then I thought of the season , and felt that these old Puritan folk might well have Christmas customs strange to me , and full of silent hearthside prayer ."
6060,id01763,MWS,"When such a thought was heedlessly uttered , the hearers , with a gush of tears and passionate sobs , bore witness how deep their fears were , how small their hopes ."
6061,id08524,EAP,I now feel that I have reached a point of this narrative at which every reader will be startled into positive disbelief .
6062,id15974,MWS,"I do not know how long I remained in this situation , but when I awoke I found that the sun had already mounted considerably ."
6063,id02086,HPL,Haow 'd ye like to be a little shaver alone up in a cupalo a watchin ' shapes as wa'n't human shapes ? . . .
6064,id09945,MWS,Who can describe their horror and consternation on beholding me .
6065,id09819,EAP,"What the suspicion is , however , I will not say just yet ."
6066,id12892,MWS,"Mingled with this horror , I felt the bitterness of disappointment ; dreams that had been my food and pleasant rest for so long a space were now become a hell to me ; and the change was so rapid , the overthrow so complete Morning , dismal and wet , at length dawned and discovered to my sleepless and aching eyes the church of Ingolstadt , its white steeple and clock , which indicated the sixth hour ."
6067,id26371,EAP,"Does 'Oppodeldoc , ' whoever he is , know is he aware that we could not be paid to insert it ? ."
6068,id22518,EAP,In this year was the portrait taken .
6069,id19468,EAP,"The plunge into this pit I had avoided by the merest of accidents , I knew that surprise , or entrapment into torment , formed an important portion of all the grotesquerie of these dungeon deaths ."
6070,id27694,MWS,"Thus I promised myself , as I journied towards my destination with roused and ardent expectation : expectation of the fulfilment of all that in boyhood we promise ourselves of power and enjoyment in maturity ."
6071,id17813,HPL,"They shewed the visitor the grave , barren and devoid of markers ."
6072,id09387,HPL,"Summer boarders have indeed scanned it with jaunty binoculars , but have never seen more than the grey primeval roof , peaked and shingled , whose eaves come nearly to the grey foundations , and the dim yellow light of the little windows peeping out from under those eaves in the dusk ."
6073,id07551,EAP,Here we were permitted to have glass windows even to have them open and something like a distinct view of the country was attainable ... . Pundit says that the route for the great Kanadaw railroad must have been in some measure marked out about nine hundred years ago .
6074,id07551,EAP,"In fact , he goes so far as to assert that actual traces of a road are still discernible traces referable to a period quite as remote as that mentioned ."
6075,id19188,MWS,"I had scarcely uttered these words than a flash instantly followed by a tremendous peal of thunder descended on it ; and when my eyes recovered their sight after the dazzling light , the oak no longer stood in the meadow ."
6076,id19188,MWS,The old man uttered a wild exclamation of horror when he saw so sudden an interpretation given to my prophesy .
6077,id10515,EAP,The air was cold and misty .
6078,id24070,HPL,"We never even in our wildest Hallowe'en moods visited this cellar by night , but in some of our daytime visits could detect the phosphorescence , especially when the day was dark and wet ."
6079,id06627,HPL,"I can not reckon the number of hours I spent in gazing at the sunken city with its buildings , arches , statues , and bridges , and the colossal temple with its beauty and mystery ."
6080,id17452,EAP,"The most fetid and poisonous smells everywhere prevailed ; and by the aid of that ghastly light which , even at midnight , never fails to emanate from a vapory and pestilential atmosphere , might be discerned lying in the by paths and alleys , or rotting in the windowless habitations , the carcass of many a nocturnal plunderer arrested by the hand of the plague in the very perpetration of his robbery ."
6081,id06350,EAP,"For a moment I experienced all the pangs of suffocation ; I became blind , and deaf , and giddy ; and then some invisible fiend , I thought , struck me with his broad palm upon the back ."
6082,id06142,HPL,"Why do n't you laugh at Oliver 's grandfather , who wo n't ride in a motor ."
6083,id00987,HPL,"At length the decrepit vehicle started with a jerk , and rattled noisily past the old brick buildings of State Street amidst a cloud of vapour from the exhaust ."
6084,id24156,MWS,"Yet the purpose of his soul , his energy and ardent resolution , prevented any re action of sorrow ."
6085,id13290,EAP,"Come we will leave to the left the loud harmony of the Pleiades , and swoop outward from the throne into the starry meadows beyond Orion , where , for pansies and violets , and heart 's ease , are the beds of the triplicate and triple tinted suns ."
6086,id24183,EAP,"But at length , as the labor drew nearer to its conclusion , there were admitted none into the turret ; for the painter had grown wild with the ardor of his work , and turned his eyes from canvas merely , even to regard the countenance of his wife ."
6087,id19319,HPL,"The students all attended the hasty funeral on the th , and bought an impressive wreath , though the latter was quite overshadowed by the tributes sent by wealthy Arkham citizens and by the municipality itself ."
6088,id10185,MWS,"She fancied that Raymond would already be free , and that her tender attentions would come to entirely obliterate even the memory of his mischance ."
6089,id10625,EAP,"And there is no quiet there , nor silence ."
6090,id13063,EAP,"It was about the same period , if I remember aright , that , in an altercation of violence with him , in which he was more than usually thrown off his guard , and spoke and acted with an openness of demeanor rather foreign to his nature , I discovered , or fancied I discovered , in his accent , his air , and general appearance , a something which first startled , and then deeply interested me , by bringing to mind dim visions of my earliest infancy wild , confused and thronging memories of a time when memory herself was yet unborn ."
6091,id09426,HPL,"He was the nineteenth Baron of a line whose beginnings went uncomfortably far back into the past unbelievably far , if vague tradition could be heeded , for there were family tales of a descent from pre Saxon times , when a certain Cnaeus Gabinius Capito , military tribune in the Third Augustan Legion then stationed at Lindum in Roman Britain , had been summarily expelled from his command for participation in certain rites unconnected with any known religion ."
6092,id03920,HPL,"I wondered if my host could help me in the task at which I was labouring , and resolved to ask him about it later on ."
6093,id25437,MWS,"But he is generally melancholy and despairing , and sometimes he gnashes his teeth , as if impatient of the weight of woes that oppresses him ."
6094,id10073,HPL,"I shivered , pulled a blanket over the hideous face , and awakened the nurse ."
6095,id03943,EAP,"What shall we think of a machine which can not only accomplish all this , but actually print off its elaborate results , when obtained , without the slightest intervention of the intellect of man ."
6096,id18240,EAP,`` .
6097,id18240,EAP,At present we must occupy ourselves with other investigations .
6098,id23921,EAP,"`` Well ; you have heard , of course , the many stories current the thousand vague rumors afloat about money buried , somewhere upon the Atlantic coast , by Kidd and his associates ."
6099,id14540,EAP,"In my most ungovernable moods I still retain a sense of propriety , et le chemin des passions me conduit as Lord Edouard in the `` Julie '' says it did him a la philosophie veritable ."
6100,id23765,HPL,"Over and above the luminous and shadowy chaos arose a picture which , though vague , held the elements of consistency and permanence ."
6101,id02702,MWS,Perdita 's name was not mentioned ; yet I could not doubt that love for her caused the vacillation of purpose that he exhibited .
6102,id25727,MWS,My father had expressed a wish in his letters that she should reside with me at his family mansion which was situated in a beautiful country near Richmond in Yorkshire .
6103,id08639,EAP,"There was also a moaning sound , not unlike the distant reverberation of surf , but more continuous , which , beginning with the first twilight , had grown in strength with the darkness ."
6104,id00048,MWS,"It was not joy only that possessed me ; I felt my flesh tingle with excess of sensitiveness , and my pulse beat rapidly ."
6105,id24916,EAP,"By the by , Doctor Dubble L. Dee `` ."
6106,id27846,HPL,It was produced by a very simple though somewhat unusual happening .
6107,id16817,MWS,"It seems to me a wild adventure to find in this desart one like you quite solitary : you are young and lovely ; your manners are refined and attractive ; yet there is in your settled melancholy , and something , I know not what , in your expressive eyes that seems to seperate you from your kind : you shudder ; pardon me , I entreat you but I can not help expressing this once at least the lively interest I feel in your destiny ."
6108,id27446,EAP,"I continued , as was my wont , to smile in his face , and he did not perceive that my smile now was at the thought of his immolation ."
6109,id17554,HPL,"Armitage knew he would be meddling with terrible powers , yet saw that there was no other way to annul the deeper and more malign meddling which others had done before him ."
6110,id10085,HPL,"I had a curious desire to look out of that window , over the wall and down the unseen slope at the glittering roofs and spires which must lie outspread there ."
6111,id12096,MWS,"`` Alas , for us , '' I cried , `` who have lost this latest honour of the world Beloved Raymond ."
6112,id12096,MWS,"He is gone to the nations of the dead ; he has become one of those , who render the dark abode of the obscure grave illustrious by dwelling there ."
6113,id22216,MWS,I will not speak .
6114,id22216,MWS,"Be it enough for you to know that I am miserable be it enough for you to know , that the painted veil of life is rent , that I sit for ever shrouded in darkness and gloom , that grief is my sister , everlasting lamentation my mate '' I endeavoured to console her ; I did not question her but I caressed her , assured her of my deepest affection and my intense interest in the changes of her fortune : `` Dear words , '' she cried , `` expressions of love come upon my ear , like the remembered sounds of forgotten music , that had been dear to me ."
6115,id17980,EAP,Sir David Brewster states the figure of the Turk to be of the size of life but in fact it is far above the ordinary size .
6116,id10878,HPL,"Then I thought of the abandoned railway to Rowley , whose solid line of ballasted , weed grown earth still stretched off to the northwest from the crumbling station on the edge of the river gorge ."
6117,id01832,HPL,"The sky grew very dark , and the watchers hoped that the storm would prove a short , sharp one followed by clear weather ."
6118,id26794,HPL,"Those sides loom up so darkly and precipitously that one wishes they would keep their distance , but there is no road by which to escape them ."
6119,id16768,MWS,"A few days before we left Paris on our way to Switzerland , I received the following letter from Elizabeth : `` ."
6120,id16768,MWS,"My dear Friend , `` ."
6121,id16768,MWS,"It gave me the greatest pleasure to receive a letter from my uncle dated at Paris ; you are no longer at a formidable distance , and I may hope to see you in less than a fortnight ."
6122,id25313,EAP,Thou dost feel that I shudder .
6123,id23056,EAP,"If so , why are there only traces of the assassinated girl ."
6124,id19272,HPL,"Then everyone noticed a strangely unseasonable noise in the deep valley behind , and even in the underbrush of Sentinel Hill itself ."
6125,id01279,MWS,I abhorred the face of man .
6126,id11648,EAP,"These are handed to him , when , having slightly examined them , he says : `` I do n't much like this tobacco ."
6127,id10757,EAP,"But it lay not in the power of images , or sensations , or impediments such as these , to stay the course of men who , naturally brave , and at that time especially , brimful of courage and of `` humming stuff '' would have reeled , as straight as their condition might have permitted , undauntedly into the very jaws of Death ."
6128,id19868,MWS,"Frankenstein has daily declined in health ; a feverish fire still glimmers in his eyes , but he is exhausted , and when suddenly roused to any exertion , he speedily sinks again into apparent lifelessness ."
6129,id22761,MWS,"I no sooner perceived an abatement of the flames than , hurried on by an irresistible impulse , I endeavoured to penetrate the town ."
6130,id26235,HPL,The wind gibbers with .
6131,id26235,HPL,"Their voices , and the earth mutters with ."
6132,id26235,HPL,Their consciousness .
6133,id18286,EAP,"What other construction could I possibly put upon such conduct , on the part of a lady so beautiful so wealthy evidently so accomplished of so high breeding of so lofty a position in society in every regard so entirely respectable as I felt assured was Madame Lalande ."
6134,id02774,EAP,They abounded in the most ultra German opinions respecting the duello .
